address,status,borough,longitude,latitude,spc_common,spc_latin
48-041 43 ST,Good,Queens,-73.922401,40.738874,"oak, pin",quercus palustris
30-054 85 ST,Fair,Queens,-73.883408,40.76042,london planetree,platanus acerifolia
131-019 233 ST,Fair,Queens,-73.735237,40.678071,"linden, little leaf",tilia cordata
32-033 111 ST,Poor,Queens,-73.859104,40.75932,"linden, little leaf",tilia cordata
731 TROY AV,Fair,Brooklyn,-73.936604,40.655497,"maple, norway",acer platanoides
518 FULTON ST,Poor,Brooklyn,-73.982079,40.689352,london planetree,platanus acerifolia
90-053 210 PL,Fair,Queens,-73.752571,40.719165,"maple, norway",acer platanoides
109 DYCKMAN ST,Good,Manhattan,-73.924923,40.861875,ginkgo,ginkgo biloba
93-056 215 ST,Fair,Queens,-73.742214,40.719193,"maple, norway",acer platanoides
837 ASHFORD ST,Fair,Brooklyn,-73.880051,40.661675,"maple, norway",acer platanoides
385 BUEL AV,Fair,Staten Island,-74.090017,40.58352,london planetree,platanus acerifolia
117-017 132 ST,Fair,Queens,-73.807093,40.67632,tree of heaven,ailanthus altissima
2560 E 2 ST,Fair,Brooklyn,-73.967699,40.587223,london planetree,platanus acerifolia
25-037 21 ST,Poor,Queens,-73.924581,40.773928,planting site,planting site
81-060 126 ST,Good,Queens,-73.826662,40.714208,"pear, callery",pyrus calleryana
1689 E 172 ST,Fair,Bronx,-73.871815,40.832215,honeylocust,gleditsia triacanthos
208 B 128 ST,Fair,Queens,-73.81357,40.663547,london planetree,platanus acerifolia
343 TRAVIS AV,Good,Staten Island,-74.153921,40.588309,"maple, red",acer rubrum
1665 ARNOW AV,Fair,Bronx,-73.839638,40.868355,"maple, norway",acer platanoides
175 STUYVESANT AV,Fair,Brooklyn,-73.933246,40.688951,"oak, willow",quercus phellos
953 AMSTERDAM AV,Fair,Manhattan,-73.965369,40.800905,"linden, little leaf",tilia cordata
93 WALBROOKE AV,Fair,Staten Island,-74.102995,40.632178,"maple, red",acer rubrum
111 TANGLEWOOD DR,Good,Staten Island,-74.150165,40.565689,sweetgum,liquidambar styraciflua
60-004 PALMETTO ST,Good,Queens,-73.900882,40.707709,"pear, callery",pyrus calleryana
2457 WOODHULL AV,Good,Bronx,-73.841792,40.861934,"maple, silver",acer saccharinum
266 KINGSLEY AV,Fair,Staten Island,-74.129392,40.62185,"maple, red",acer rubrum
155 W 68 ST,Fair,Manhattan,-73.982503,40.775631,"oak, northern red",quercus rubra
32 WINTHROP ST,Good,Brooklyn,-73.959032,40.65655,"linden, little leaf",tilia cordata
27 DONALD PL,Fair,Staten Island,-74.106698,40.640364,london planetree,platanus acerifolia
585 E 164 ST,Fair,Bronx,-73.906977,40.825031,"linden, little leaf",tilia cordata
81-006 37 AV,Fair,Queens,-73.885171,40.749659,eastern hop hornbeam,ostrya virginiana
42 ALMOND ST,Fair,Staten Island,-74.189289,40.55013,honeylocust,gleditsia triacanthos
111-049 140 ST,Fair,Queens,-73.803883,40.684484,"zelkova, japanese",zelkova serrata
150-037 GOETHALS AV,Good,Queens,-73.810596,40.717912,"oak, pin",quercus palustris
131-002 178 PL,Good,Queens,-73.763022,40.678833,"linden, little leaf",tilia cordata
218-010 130 AV,Fair,Queens,-73.748224,40.684963,"maple, norway",acer platanoides
17 PRESIDENT ST,Good,Staten Island,-74.136908,40.603997,london planetree,platanus acerifolia
345 PARK AV,Good,Manhattan,-73.973449,40.757911,"oak, willow",quercus phellos
248 W 124 ST,Good,Manhattan,-73.950214,40.808881,honeylocust,gleditsia triacanthos
11 ALICE CT,Fair,Brooklyn,-73.940535,40.67832,"linden, little leaf",tilia cordata
1201 Avenue O,Good,Brooklyn,-73.961844,40.612655,"maple, norway",acer platanoides
85-010 34 AV,Good,Queens,-73.882142,40.754035,london planetree,platanus acerifolia
2350 OCEAN AV,Good,Brooklyn,-73.952355,40.604356,"maple, red",acer rubrum
5910 19 AV,Fair,Brooklyn,-73.984548,40.621225,london planetree,platanus acerifolia
4721 CHURCH AV,Fair,Brooklyn,-73.933089,40.651614,japanese pagoda tree,sophora japonica
69-004 170 ST,Fair,Queens,-73.79947,40.73281,"maple, norway",acer platanoides
242 ALVERSON AV,Fair,Staten Island,-74.208643,40.549777,"maple, red",acer rubrum
151-010 WILLETS PT BLVD,Good,Queens,-73.812083,40.777536,london planetree,platanus acerifolia
104-016 109 ST,Fair,Queens,-73.832711,40.68349,"maple, norway",acer platanoides
310 W 21 ST,Good,Manhattan,-73.999747,40.744145,japanese pagoda tree,sophora japonica
104-026 115 ST,Fair,Queens,-73.827429,40.685114,"maple, norway",acer platanoides
394 1 ST,Fair,Brooklyn,-73.979424,40.672618,"oak, pin",quercus palustris
35-021 21 ST,Fair,Queens,-73.935684,40.761041,"maple, norway",acer platanoides
2963 BROADWAY,Poor,Manhattan,-73.963838,40.808059,planting site,planting site
333 JOHNSON AV,Fair,Brooklyn,-73.935409,40.707342,honeylocust,gleditsia triacanthos
1945 BATCHELDER ST,Fair,Brooklyn,-73.939713,40.60431,"oak, pin",quercus palustris
50-026 175 ST,Fair,Queens,-73.794458,40.744061,"maple, silver",acer saccharinum
817 SINCLAIR AV,Fair,Staten Island,-74.203108,40.540078,"pear, callery",pyrus calleryana
21 ST NICHOLAS TER,Fair,Manhattan,-73.951694,40.812961,london planetree,platanus acerifolia
830 E 55 ST,Poor,Brooklyn,-73.923983,40.637186,london planetree,platanus acerifolia
188-008 NASHVILLE BLVD,Poor,Queens,-73.756582,40.682563,planting site,planting site
1687 HOE AV,Fair,Bronx,-73.887278,40.836299,honeylocust,gleditsia triacanthos
224-001 FAIRBURY AV,Good,Queens,-73.731998,40.724294,"ash, green",fraxinus pennsylvanica
25 8 AV,Fair,Brooklyn,-73.972089,40.674768,"elm, american",ulmus americana
20 TALLMAN ST,Fair,Staten Island,-74.167334,40.536186,"linden, little leaf",tilia cordata
140-012 171 ST,Fair,Queens,-73.769178,40.670823,"ash, green",fraxinus pennsylvanica
52 E 32 ST,Fair,Brooklyn,-73.947524,40.649619,"oak, pin",quercus palustris
78-001 78 AV,Good,Queens,-73.872428,40.704629,"maple, norway",acer platanoides
242 CLIFTON PL,Fair,Brooklyn,-73.954621,40.688753,london planetree,platanus acerifolia
258-010 83 AV,Good,Queens,-73.710693,40.738777,"pear, callery",pyrus calleryana
95-029 91 ST,Fair,Queens,-73.850656,40.68581,london planetree,platanus acerifolia
90-011 219 ST,Good,Queens,-73.74209,40.726241,"maple, sugar",acer saccharum
1185 PARK AV,Good,Manhattan,-73.953842,40.784779,"cherry, black",prunus serotina
8506 14 AV,Fair,Brooklyn,-74.011133,40.613296,london planetree,platanus acerifolia
445 6 ST,Fair,Brooklyn,-73.980979,40.669145,"linden, little leaf",tilia cordata
247 DEAN ST,Good,Brooklyn,-73.98399,40.684998,"maple, norway",acer platanoides
915 WEST END AVE,Good,Manhattan,-73.969152,40.800813,"pear, callery",pyrus calleryana
531 66 ST,Fair,Brooklyn,-74.019019,40.635665,london planetree,platanus acerifolia
147-033 20 RD,Fair,Queens,-73.818401,40.780901,london planetree,platanus acerifolia
1780 RICHMD TER,Fair,Staten Island,-74.124874,40.637397,"elm, american",ulmus americana
289 PACIFIC ST,Fair,Brooklyn,-73.98905,40.687773,honeylocust,gleditsia triacanthos
27-017 154 ST,Fair,Queens,-73.809859,40.773095,"maple, norway",acer platanoides
43 PRESTON AV,Fair,Staten Island,-74.165209,40.540679,"ash, green",fraxinus pennsylvanica
73-055 LITTLE NK PKWY,Fair,Queens,-73.719419,40.748103,"maple, norway",acer platanoides
609 W 145 ST,Fair,Manhattan,-73.950598,40.82649,honeylocust,gleditsia triacanthos
1311 E 24 ST,Fair,Brooklyn,-73.95117,40.618704,"maple, norway",acer platanoides
6 88 ST,Fair,Queens,-73.736236,40.730683,honeylocust,gleditsia triacanthos
49-050 HORATIO PKWY,Fair,Queens,-73.754212,40.75852,"maple, norway",acer platanoides
4850 ARTHUR KILL RD,Fair,Staten Island,-74.239275,40.524669,"pine, other",pinus species
2 HUGUENOT ST,Fair,Staten Island,-74.203091,40.556112,"oak, pin",quercus palustris
99-004 57 AV,Fair,Queens,-73.860012,40.738391,honeylocust,gleditsia triacanthos
51-010 65 ST,Fair,Queens,-73.900969,40.735433,"maple, norway",acer platanoides
2 HUGUENOT ST,Fair,Staten Island,-74.203091,40.556112,sweetgum,liquidambar styraciflua
969 CAPODANNO BLVD,Good,Staten Island,-74.08713,40.573412,london planetree,platanus acerifolia
93-008 35 AV,Fair,Queens,-73.874366,40.75287,"zelkova, japanese",zelkova serrata
75-016 67 RD,Fair,Queens,-73.877176,40.712233,"pear, callery",pyrus calleryana
345 FENIMORE ST,Good,Brooklyn,-73.951046,40.658654,"maple, norway",acer platanoides
280 SANDALWOOD DR,Good,Staten Island,-74.14344,40.558799,sweetgum,liquidambar styraciflua
90-011 159 AV,Fair,Queens,-73.842603,40.658784,japanese pagoda tree,sophora japonica
1419 DORCHESTER RD,Fair,Brooklyn,-73.964758,40.638931,"linden, little leaf",tilia cordata
245-037 147 AV,Fair,Queens,-73.739826,40.657361,"maple, norway",acer platanoides
69 DUER LA,Good,Staten Island,-74.090352,40.630956,hackberry,celtis occidentalis
464 6 AV,Fair,Brooklyn,-73.984789,40.667018,"maple, norway",acer platanoides
98-017 158 AV,Fair,Queens,-73.835456,40.661538,london planetree,platanus acerifolia
144-004 32 AV,Good,Queens,-73.824289,40.769307,"linden, little leaf",tilia cordata
125 WHITSON ST,Fair,Queens,-73.841383,40.71127,london planetree,platanus acerifolia
101-070 132 ST,Fair,Queens,-73.81467,40.691558,"maple, norway",acer platanoides
52 ST JAMES PL,Good,Manhattan,-73.998965,40.712497,"elm, other",ulmus species
222 EDISON ST,Good,Staten Island,-74.110196,40.575954,london planetree,platanus acerifolia
82-092 88 LA,Fair,Queens,-73.857254,40.701326,london planetree,platanus acerifolia
118-003 14 AV,Fair,Queens,-73.849509,40.78587,"oak, pin",quercus palustris
137-032 231 ST,Poor,Queens,-73.741036,40.671614,"maple, norway",acer platanoides
4250 VANCORTLANDT PK E,Good,Bronx,-73.87654,40.896661,"oak, pin",quercus palustris
402 HANCOCK ST,Poor,Brooklyn,-73.939639,40.68373,"ash, green",fraxinus pennsylvanica
25 LAWTON ST,Good,Brooklyn,-73.930433,40.69543,london planetree,platanus acerifolia
367 WADSWORTH AV,Fair,Manhattan,-73.930156,40.856257,honeylocust,gleditsia triacanthos
88-008 192 ST,Poor,Queens,-73.769941,40.716102,planting site,planting site
125-011 116 AV,Fair,Queens,-73.813381,40.67679,"maple, norway",acer platanoides
74-021 45 AV,Poor,Queens,-73.88993,40.740766,planting site,planting site
22 WATKINS ST,Fair,Staten Island,-74.174207,40.559928,"maple, sugar",acer saccharum
109-023 215 ST,Fair,Queens,-73.742879,40.709566,"maple, norway",acer platanoides
58-018 136 ST,Fair,Queens,-73.829382,40.745153,"maple, sugar",acer saccharum
147-048 230 ST,Fair,Queens,-73.752524,40.657195,"maple, norway",acer platanoides
56-024 219 ST,Fair,Queens,-73.76032,40.751596,"maple, norway",acer platanoides
33-056 11 ST,Fair,Queens,-73.937214,40.765551,"maple, norway",acer platanoides
641 CLASSON AV,Poor,Brooklyn,-73.95874,40.678572,planting site,planting site
130 HALE AV,Fair,Brooklyn,-73.880389,40.682058,"maple, norway",acer platanoides
29-050 137 ST,Fair,Queens,-73.831575,40.770591,london planetree,platanus acerifolia
65 JEFFERSON ST,Poor,Staten Island,-74.098047,40.590183,"pear, callery",pyrus calleryana
4288 WEBSTER AV,Poor,Bronx,-73.862222,40.898805,"oak, northern red",quercus rubra
310 JOHNSON AV,Poor,Brooklyn,-73.936104,40.707262,ginkgo,ginkgo biloba
1250 DEAN ST,Fair,Brooklyn,-73.947767,40.67676,london planetree,platanus acerifolia
36-018 214 PL,Fair,Queens,-73.770674,40.768156,london planetree,platanus acerifolia
49-010 HORATIO PKWY,Fair,Queens,-73.754837,40.758228,"oak, northern red",quercus rubra
72-045 65 PL,Good,Queens,-73.88883,40.700454,"ash, green",fraxinus pennsylvanica
197-005 104 ST,Fair,Queens,-73.761358,40.708176,"oak, northern red",quercus rubra
119-022 178 PL,Fair,Queens,-73.766199,40.687448,"maple, sycamore",acer pseudoplatanus
43-066 167 ST,Poor,Queens,-73.799752,40.756813,"oak, pin",quercus palustris
248-009 40 AV,Good,Queens,-73.743046,40.77248,"maple, norway",acer platanoides
80-059 208 ST,Fair,Queens,-73.762218,40.731871,"maple, norway",acer platanoides
2034 E 36 ST,Fair,Brooklyn,-73.930705,40.609174,"maple, silver",acer saccharinum
340 E 48 ST,Good,Manhattan,-73.96845,40.753231,"oak, willow",quercus phellos
271 CRAFTON AV,Poor,Staten Island,-74.141658,40.604102,planting site,planting site
425 RIVERSIDE DRIVE,Poor,Manhattan,-73.966637,40.808063,japanese pagoda tree,sophora japonica
239 JEFFERSON AV,Good,Staten Island,-74.098472,40.581264,london planetree,platanus acerifolia
131 E 69 ST,Fair,Manhattan,-73.963593,40.768476,ginkgo,ginkgo biloba
70 LORIMER ST,Fair,Brooklyn,-73.951614,40.701686,london planetree,platanus acerifolia
144-040 87 RD,Good,Queens,-73.810917,40.706249,"ash, green",fraxinus pennsylvanica
256-022 147 AV,Fair,Queens,-73.732757,40.657619,london planetree,platanus acerifolia
7931 NARROWS AV,Fair,Brooklyn,-74.037175,40.63001,"maple, norway",acer platanoides
1331 NEW YORK AV,Fair,Brooklyn,-73.945562,40.640544,"maple, norway",acer platanoides
47-047 196 ST,Fair,Queens,-73.784825,40.751707,"maple, norway",acer platanoides
1420 BUSHWICK AV,Poor,Brooklyn,-73.909066,40.684333,planting site,planting site
21 ST NICHOLAS TER,Poor,Manhattan,-73.951694,40.812961,planting site,planting site
26 BUFFINGTON AV,Fair,Staten Island,-74.182516,40.538523,"maple, silver",acer saccharinum
164-050 71 AV,Fair,Queens,-73.804622,40.730458,"oak, pin",quercus palustris
34-003 21 ST,Poor,Queens,-73.934028,40.762776,"maple, norway",acer platanoides
84-045 FLEET CT,Fair,Queens,-73.86817,40.721588,"maple, norway",acer platanoides
306 MONTAUK AV,Fair,Brooklyn,-73.877197,40.671139,london planetree,platanus acerifolia
125-009 149 AV,Fair,Queens,-73.814936,40.66755,"oak, pin",quercus palustris
77 BENNETT AV,Good,Staten Island,-74.180913,40.537647,"maple, red",acer rubrum
15A SIGN RD,Fair,Staten Island,-74.163904,40.601725,"maple, norway",acer platanoides
234 E 87 ST,Poor,Manhattan,-73.952704,40.779165,london planetree,platanus acerifolia
176 13 ST,Good,Brooklyn,-73.992086,40.668599,"linden, little leaf",tilia cordata
200 ELDRIDGE ST,Poor,Manhattan,-73.990417,40.721179,honeylocust,gleditsia triacanthos
6-045 MEEHAN AV,Fair,Queens,-73.7421,40.598742,tree of heaven,ailanthus altissima
109-020 QUEENS BLVD,Fair,Queens,-73.841094,40.720261,london planetree,platanus acerifolia
114 LIBERTY ST,Good,Manhattan,-74.012159,40.709911,"linden, little leaf",tilia cordata
914 Avenue K,Fair,Brooklyn,-73.966504,40.622179,"oak, pin",quercus palustris
84-002 106 AV,Good,Queens,-73.852946,40.678271,"maple, norway",acer platanoides
156-004 89 ST,Fair,Queens,-73.844848,40.663564,london planetree,platanus acerifolia
5117 Avenue J,Poor,Brooklyn,-73.926699,40.628238,"maple, norway",acer platanoides
64-031 CATALPA AV,Fair,Queens,-73.89296,40.704636,honeylocust,gleditsia triacanthos
58-032 CLEARVIEW EXWY,Fair,Queens,-73.772993,40.745973,london planetree,platanus acerifolia
217-030 77 AV,Fair,Queens,-73.754664,40.737408,london planetree,platanus acerifolia
38-012 212 ST,Fair,Queens,-73.774183,40.765876,"oak, pin",quercus palustris
649 W 227 ST,Fair,Bronx,-73.916772,40.881108,"maple, norway",acer platanoides
149-053 CHERRY AV,Fair,Queens,-73.812522,40.758465,"maple, sycamore",acer pseudoplatanus
618 DECATUR ST,Fair,Brooklyn,-73.918014,40.683217,london planetree,platanus acerifolia
207-001 104 AV,Fair,Queens,-73.751552,40.710532,"maple, silver",acer saccharinum
303 COURT ST,Fair,Brooklyn,-73.995228,40.683752,london planetree,platanus acerifolia
88-025 89 ST,Fair,Queens,-73.854942,40.691065,"maple, norway",acer platanoides
137-018 LABURNAM AV,Poor,Queens,-73.819247,40.748263,"maple, sugar",acer saccharum
44-011 192 ST,Fair,Queens,-73.789283,40.756332,london planetree,platanus acerifolia
175-030 88 AV,Fair,Queens,-73.786661,40.711175,"maple, norway",acer platanoides
34-040 92 ST,Fair,Queens,-73.875593,40.75391,london planetree,platanus acerifolia
34-043 34 ST,Poor,Queens,-73.925393,40.757883,"maple, norway",acer platanoides
2043 GRAND CONCOURSE,Fair,Bronx,-73.903893,40.852175,london planetree,platanus acerifolia
194-026 115 AV,Fair,Queens,-73.758971,40.696627,"maple, norway",acer platanoides
36 PATCHEN AV,Fair,Brooklyn,-73.927736,40.691314,"pear, callery",pyrus calleryana
4360 GUNTHER AV,Good,Bronx,-73.850974,40.897025,"linden, other",tilia species
50 W 93 ST,Fair,Manhattan,-73.967511,40.790331,ginkgo,ginkgo biloba
115-021 174 ST,Fair,Queens,-73.77529,40.690383,"maple, norway",acer platanoides
479 BLOOMINGDALE RD,Good,Staten Island,-74.21808,40.53678,"maple, silver",acer saccharinum
48-011 59 PL,Good,Queens,-73.905538,40.73845,"maple, other",acer species
190 E MOSHOLU PKWY S,Fair,Bronx,-73.883409,40.87411,"ash, green",fraxinus pennsylvanica
52 MARVIN RD,Good,Staten Island,-74.217146,40.535666,"ash, green",fraxinus pennsylvanica
53-020 90 ST,Fair,Queens,-73.873511,40.737972,"ash, green",fraxinus pennsylvanica
24-045 GILMORE ST,Fair,Queens,-73.868974,40.766064,"oak, pin",quercus palustris
872 PARK PL,Poor,Brooklyn,-73.94878,40.673347,stump,stump 
96-045 149 AV,Fair,Queens,-73.838708,40.671217,london planetree,platanus acerifolia
447 59 ST,Fair,Brooklyn,-74.016758,40.640786,honeylocust,gleditsia triacanthos
21-035 76 ST,Good,Queens,-73.893633,40.769759,dawn redwood,metasequoia glyptostroboides
22-018 74 ST,Fair,Queens,-73.895218,40.768044,"oak, pin",quercus palustris
566 STERLING PL,Fair,Brooklyn,-73.959942,40.673938,london planetree,platanus acerifolia
724 FAILLE ST,Fair,Bronx,-73.886591,40.814933,"oak, northern red",quercus rubra
469 ALABAMA AV,Fair,Brooklyn,-73.896885,40.66457,"linden, little leaf",tilia cordata
214-006 29 AV,Good,Queens,-73.773995,40.775639,"oak, pin",quercus palustris
85-029 90 ST,Poor,Queens,-73.855288,40.69543,"maple, sugar",acer saccharum
439 E 238 ST,Fair,Bronx,-73.863947,40.900021,"maple, norway",acer platanoides
5 EBBITTS ST,Good,Staten Island,-74.110003,40.564239,sweetgum,liquidambar styraciflua
30-044 152 ST,Fair,Queens,-73.812076,40.770908,london planetree,platanus acerifolia
1949 KIMBALL RD,Fair,Brooklyn,-73.929388,40.612446,london planetree,platanus acerifolia
200 KEIBER CT,Fair,Staten Island,-74.130684,40.618338,london planetree,platanus acerifolia
249-004 40 AV,Fair,Queens,-73.742266,40.772829,"pine, eastern white",pinus strobus
85-025 60 RD,Good,Queens,-73.874257,40.729146,"zelkova, japanese",zelkova serrata
64-021 175 ST,Fair,Queens,-73.794013,40.737648,london planetree,platanus acerifolia
154 CARTERET ST,Good,Staten Island,-74.247322,40.504688,sweetgum,liquidambar styraciflua
71-043 168 ST,Fair,Queens,-73.801372,40.729535,"oak, pin",quercus palustris
1 SHORE BLVD,Poor,Queens,-73.920264,40.782107,london planetree,platanus acerifolia
660 Mother Gaston Blvd,Fair,Brooklyn,-73.905051,40.662621,"linden, little leaf",tilia cordata
4362 WICHAM AV,Fair,Bronx,-73.850131,40.897326,london planetree,platanus acerifolia
1691 DEAN ST,Poor,Brooklyn,-73.931841,40.675894,planting site,planting site
227 W 116 ST,Poor,Manhattan,-73.953263,40.803568,"ash, green",fraxinus pennsylvanica
1466 E 70 ST,Fair,Brooklyn,-73.910221,40.621224,"maple, norway",acer platanoides
27 JARDINE AV,Fair,Staten Island,-74.160978,40.610865,"oak, pin",quercus palustris
113 RIDGEWOOD AV,Fair,Brooklyn,-73.884719,40.682825,"maple, silver",acer saccharinum
1818 Avenue L,Fair,Brooklyn,-73.957449,40.620734,"maple, norway",acer platanoides
30-053 43 ST,Fair,Queens,-73.913702,40.761399,"linden, little leaf",tilia cordata
47-011 DOUGLASTON BLVD,Fair,Queens,-73.742918,40.762307,"maple, red",acer rubrum
18 COMMERCE ST,Fair,Manhattan,-74.004143,40.731786,"linden, little leaf",tilia cordata
80-042 KENT ST,Poor,Queens,-73.785569,40.726398,"maple, norway",acer platanoides
53-004 248 ST,Fair,Queens,-73.735274,40.760773,london planetree,platanus acerifolia
80-047 CHEVEY CHASE ST,Good,Queens,-73.783022,40.726965,"maple, norway",acer platanoides
187-012 90 AV,Fair,Queens,-73.773285,40.712321,"maple, norway",acer platanoides
84-019 102 ST,Fair,Queens,-73.846958,40.698709,london planetree,platanus acerifolia
122-044 134 ST,Good,Queens,-73.804617,40.673592,japanese pagoda tree,sophora japonica
224 MILL RD,Fair,Staten Island,-74.110838,40.563399,london planetree,platanus acerifolia
135-002 118 ST,Fair,Queens,-73.821845,40.670652,japanese pagoda tree,sophora japonica
249-008 MEMPHIS AV,Fair,Queens,-73.734596,40.661742,ginkgo,ginkgo biloba
148-025 LABURNAM AV,Fair,Queens,-73.811956,40.752169,"pear, callery",pyrus calleryana
169-064 144 RD,Fair,Queens,-73.768096,40.668029,"maple, norway",acer platanoides
22-066 28 ST,Fair,Queens,-73.91386,40.776011,"linden, little leaf",tilia cordata
722 CAULDWELL AV,Fair,Bronx,-73.908926,40.81831,"pear, callery",pyrus calleryana
27 W 44 ST,Good,Manhattan,-73.980815,40.755152,"linden, little leaf",tilia cordata
4566 BROADWAY,Fair,Manhattan,-73.931298,40.859349,london planetree,platanus acerifolia
48-004 201 ST,Poor,Queens,-73.778815,40.752071,"maple, norway",acer platanoides
159 DIVISION AV,Fair,Brooklyn,-73.962045,40.707567,"ash, green",fraxinus pennsylvanica
164 KIRSHON AV,Fair,Staten Island,-74.164009,40.614641,"maple, red",acer rubrum
91-015 LAMONT AV,Poor,Queens,-73.874418,40.7437,ginkgo,ginkgo biloba
47 WATKINS ST,Fair,Staten Island,-74.175083,40.559857,"maple, silver",acer saccharinum
78-036 79 ST,Fair,Queens,-73.871233,40.703985,london planetree,platanus acerifolia
923 Avenue H,Fair,Brooklyn,-73.967786,40.629357,ginkgo,ginkgo biloba
14-014 148 ST,Fair,Queens,-73.817611,40.787778,"oak, pin",quercus palustris
334 E 17 ST,Poor,Brooklyn,-73.962785,40.642721,"hemlock, eastern",tsuga canadensis
946 E 12 ST,Good,Brooklyn,-73.964414,40.626143,london planetree,platanus acerifolia
240 10 ST,Poor,Brooklyn,-73.99065,40.670439,planting site,planting site
12-043 152 ST,Poor,Queens,-73.810129,40.791299,planting site,planting site
447 LELAND AV,Good,Bronx,-73.859461,40.814664,"maple, sugar",acer saccharum
113-005 221 ST,Fair,Queens,-73.736175,40.703889,"maple, norway",acer platanoides
209-043 38 AV,Fair,Queens,-73.776665,40.765308,"maple, silver",acer saccharinum
7355 HYLAN BLVD,Good,Staten Island,-74.249501,40.503252,"maple, norway",acer platanoides
330 CORNELIA AV,Fair,Staten Island,-74.189758,40.522259,"maple, norway",acer platanoides
25 BURCHARD CT,Fair,Staten Island,-74.178976,40.541509,"elm, american",ulmus americana
307 CITY ISLAND AV,Poor,Bronx,-73.786467,40.847181,"elm, american",ulmus americana
40-009 23 AV,Fair,Queens,-73.90815,40.771036,"maple, norway",acer platanoides
18-006 125 ST,Fair,Queens,-73.843132,40.783112,"maple, sycamore",acer pseudoplatanus
5802 AV O,Fair,Brooklyn,-73.918916,40.617091,"pine, other",pinus species
173-002 UNION TPKE,Fair,Queens,-73.795776,40.724415,"ash, green",fraxinus pennsylvanica
31-046 82 ST,Good,Queens,-73.885903,40.758505,"maple, norway",acer platanoides
30-015 MURRAY ST,Fair,Queens,-73.813305,40.771428,"maple, silver",acer saccharinum
178 E 95 ST,Good,Manhattan,-73.950471,40.784788,london planetree,platanus acerifolia
150 E 37 ST EX,Fair,Manhattan,-73.97789,40.748114,"maple, norway",acer platanoides
1681 MADISON ST,Fair,Queens,-73.907814,40.700438,"ash, green",fraxinus pennsylvanica
5 SHARON LA,Good,Staten Island,-74.216988,40.5358,"pear, callery",pyrus calleryana
221 CHARLES AV,Fair,Staten Island,-74.138878,40.635027,london planetree,platanus acerifolia
162-011 86 ST,Fair,Queens,-73.845108,40.653069,"oak, pin",quercus palustris
794 QUINCY ST,Fair,Brooklyn,-73.927976,40.689566,"elm, american",ulmus americana
143 E FIGUERA AV,Fair,Staten Island,-74.161354,40.552175,london planetree,platanus acerifolia
84-033 57 AV,Fair,Queens,-73.878476,40.730893,japanese pagoda tree,sophora japonica
20 SYCAMORE ST,Good,Staten Island,-74.152444,40.544832,"maple, sycamore",acer pseudoplatanus
138 11 ST,Good,Brooklyn,-73.992947,40.670721,honeylocust,gleditsia triacanthos
226 Penn Ave,Fair,Brooklyn,-73.955165,40.704252,"ash, green",fraxinus pennsylvanica
307 MERRY MOUNT AV,Good,Staten Island,-74.161908,40.587412,sweetgum,liquidambar styraciflua
169-007 JEWELL AV,Fair,Queens,-73.800334,40.731521,honeylocust,gleditsia triacanthos
2919 Avenue J,Fair,Brooklyn,-73.947679,40.626687,japanese pagoda tree,sophora japonica
133-016 225 ST,Poor,Queens,-73.744226,40.678576,"maple, norway",acer platanoides
147 BAINBRIDGE ST,Fair,Brooklyn,-73.93136,40.680934,"maple, norway",acer platanoides
1633 RADCLIFF AV,Fair,Bronx,-73.855096,40.845182,"oak, pin",quercus palustris
344 KELL AV,Good,Staten Island,-74.134836,40.60421,honeylocust,gleditsia triacanthos
9601 Avenue B,Fair,Brooklyn,-73.911805,40.652444,london planetree,platanus acerifolia
702 MARCY AV,Fair,Staten Island,-74.201013,40.539814,sassafras,sassafras albidum
37-016 84 ST,Fair,Queens,-73.882384,40.749575,"linden, little leaf",tilia cordata
1745 85 ST,Fair,Brooklyn,-74.003032,40.608472,"oak, willow",quercus phellos
546 GATES AV,Fair,Brooklyn,-73.943793,40.686999,"maple, norway",acer platanoides
351 B 12 ST,Good,Queens,-73.923419,40.560739,honeylocust,gleditsia triacanthos
41-005 35 AV,Good,Queens,-73.921278,40.75474,"linden, little leaf",tilia cordata
230 LAGUARDIA AV,Good,Staten Island,-74.117824,40.602556,"maple, norway",acer platanoides
753 ADEE AV,Fair,Bronx,-73.865161,40.869672,"maple, sugar",acer saccharum
223-038 113 AV,Good,Queens,-73.733459,40.703934,"maple, norway",acer platanoides
22-016 25 ST,Good,Queens,-73.923691,40.773707,"maple, silver",acer saccharinum
217 HART AV,Fair,Staten Island,-74.106342,40.628818,"maple, norway",acer platanoides
51-051 HILLEYER ST,Fair,Queens,-73.885722,40.736207,"pear, callery",pyrus calleryana
565 B 132 ST,Poor,Queens,-73.83626,40.787304,planting site,planting site
1744 66 ST,Fair,Brooklyn,-73.992057,40.619284,london planetree,platanus acerifolia
34-049 73 ST,Fair,Queens,-73.893227,40.751899,london planetree,platanus acerifolia
1944 ELLIS AV,Fair,Bronx,-73.859768,40.831494,"maple, red",acer rubrum
830 AMSTERDAM AV,Good,Manhattan,-73.968235,40.796979,london planetree,platanus acerifolia
80 VANCORTLANDT PK E,Good,Bronx,-73.886803,40.877201,"linden, little leaf",tilia cordata
141-028 73 TER,Fair,Queens,-73.822234,40.7234,"maple, norway",acer platanoides
571 17 ST,Fair,Brooklyn,-73.979723,40.65673,"linden, little leaf",tilia cordata
