status,spc_latin,spc_common,address,borough,latitude,longitude
Good,quercus alba,white oak,704 MAPLE STREET,Brooklyn,40.66165008,-73.93693042
Good,platanus x acerifolia,london planetree,23-059 19 STREET,Queens,40.77952549,-73.92346801
Good,ginkgo biloba,ginkgo,170 HALPIN AVENUE,Staten Island,40.5508303,-74.18837529
Good,acer platanoides,norway maple,175-025 74 AVENUE,Queens,40.72922833,-73.79387974
Fair,gleditsia triacanthos var. inermis,honeylocust,433 COURT STREET,Brooklyn,40.67832818,-73.99775495
Good,quercus palustris,pin oak,16 BEAR STREET,Staten Island,40.59311463,-74.09409607
Good,styphnolobium japonicum,sophora,159-001 SOUTH ROAD,Queens,40.69946949,-73.79599148
Good,acer rubrum,red maple,21 LISS STREET,Staten Island,40.53553597,-74.16259653
Good,pyrus calleryana,callery pear,201 LINWOOD STREET,Brooklyn,40.68116397,-73.88409191
Good,platanus x acerifolia,london planetree,204-006 32 AVENUE,Queens,40.77087278,-73.78556961
Good,platanus x acerifolia,london planetree,50-012 102 STREET,Queens,40.7432511,-73.8613881
Good,ginkgo biloba,ginkgo,218 FLATBUSH AVENUE EXTENSION,Brooklyn,40.69337689,-73.98354522
Good,quercus palustris,pin oak,69-060 110 STREET,Queens,40.72412466,-73.84254314
Good,gleditsia triacanthos var. inermis,honeylocust,35-019 204 STREET,Queens,40.76596276,-73.78327454
Good,quercus palustris,pin oak,40-034 BOWNE STREET,Queens,40.76003732,-73.82411269
Fair,ginkgo biloba,ginkgo,419 EAST 60 STREET,Manhattan,40.75953058,-73.95971868
Good,zelkova serrata,japanese zelkova,1727 WALTON AVENUE,Bronx,40.84650017,-73.91106319
Good,tilia cordata,littleleaf linden,2250 CAMBRELENG AVENUE,Bronx,40.85161678,-73.88662896
Good,ulmus parvifolia,chinese elm,14 TERI COURT,Staten Island,40.59043576,-74.15243266
Good,cornus mas,cornelian cherry,41-019 108 STREET,Queens,40.74950556,-73.8580415
Good,cornus florida,flowering dogwood,158-028 WILLETS POINT BOULEVARD,Queens,40.77938357,-73.80401003
Good,quercus palustris,pin oak,38-002 35 AVENUE,Queens,40.75489805,-73.92244928
Good,quercus palustris,pin oak,2854 WELLMAN AVENUE,Bronx,40.84133661,-73.83487181
Good,prunus,cherry,5118 GLENWOOD ROAD,Brooklyn,40.63542178,-73.926999
Good,gleditsia triacanthos var. inermis,honeylocust,206 EAST 59 STREET,Manhattan,40.76120745,-73.9659282
Fair,tilia americana,american linden,783 BECK STREET,Bronx,40.81709496,-73.89801785
Good,platanus x acerifolia,london planetree,141-003 82 DRIVE,Queens,40.71377222,-73.81824054
Good,platanus x acerifolia,london planetree,1175 EAST 229 STREET,Bronx,40.88580678,-73.84412105
Good,tilia americana,american linden,64-019 73 PLACE,Queens,40.71565939,-73.88157088
Good,platanus x acerifolia,london planetree,94-002 125 STREET,Queens,40.69480076,-73.82248992
Good,styrax japonicus,japanese snowbell,69-009 65 STREET,Queens,40.70450596,-73.89156028
Good,pyrus calleryana,callery pear,170-032 93 AVENUE,Queens,40.70570163,-73.78778669
Good,prunus virginiana,'schubert' chokecherry,129 KRAMER STREET,Staten Island,40.59652656,-74.08000337
Good,acer rubrum,red maple,314 ROGERS AVENUE,Brooklyn,40.6657993,-73.9537319
Good,zelkova serrata,japanese zelkova,25-010 41 STREET,Queens,40.76733832,-73.91114831
Good,platanus x acerifolia,london planetree,151 BUTTONWOOD ROAD,Staten Island,40.59496162,-74.10849775
Good,crataegus,hawthorn,192-008 HOLLIS AVENUE,Queens,40.70873088,-73.76618302
Good,acer saccharum,sugar maple,47 DIVISION AVENUE,Brooklyn,40.70669148,-73.96729058
Good,acer platanoides,norway maple,101-011 90 STREET,Queens,40.68265678,-73.85002614
Good,platanus x acerifolia,london planetree,811 52 STREET,Brooklyn,40.63979957,-74.00445993
Fair,quercus palustris,pin oak,23-059 127 STREET,Queens,40.77682623,-73.84162089
Poor,acer saccharinum,silver maple,153-003 58 ROAD,Queens,40.74188549,-73.81621333
Good,acer platanoides,norway maple,22-037 77 STREET,Queens,40.76753451,-73.89221936
Fair,platanus x acerifolia,london planetree,26-026 9 STREET,Queens,40.77461016,-73.93078518
Good,platanus x acerifolia,london planetree,47-010 59 STREET,Queens,40.73981634,-73.90648162
Good,platanus x acerifolia,london planetree,161 EAST 37 STREET,Brooklyn,40.65325613,-73.9429894
Good,quercus phellos,willow oak,817 2 AVENUE,Manhattan,40.75090182,-73.97156361
Good,platanus x acerifolia,london planetree,104-076 123 STREET,Queens,40.68539969,-73.8198992
Good,acer,maple,55-003 JUNCTION BOULEVARD,Queens,40.73806666,-73.86632707
Good,ginkgo biloba,ginkgo,554 WEST 50 STREET,Manhattan,40.76571329,-73.9940987
Good,fraxinus pennsylvanica,green ash,120 HALL STREET,Brooklyn,40.69433318,-73.96615608
Good,gleditsia triacanthos var. inermis,honeylocust,680 EAST 229 STREET,Bronx,40.89090168,-73.85961786
Good,zelkova serrata,japanese zelkova,164 ASHFORD STREET,Brooklyn,40.67868252,-73.88632351
Good,pyrus calleryana,callery pear,180 EAST 79 STREET,Manhattan,40.77441767,-73.9578498
Good,ulmus americana,american elm,85 ORCHARD STREET,Manhattan,40.71790858,-73.99039624
Good,acer saccharinum,silver maple,152-066 10 AVENUE,Queens,40.79326924,-73.80783619
Good,gleditsia triacanthos var. inermis,honeylocust,34-041 85 STREET,Queens,40.75335665,-73.8820623
Good,tilia americana,american linden,707 LORIMER STREET,Brooklyn,40.71802927,-73.95009623
Good,quercus palustris,pin oak,458 GENESEE AVENUE,Staten Island,40.55181476,-74.17240904
Fair,pyrus calleryana,callery pear,14 WEST 58 STREET,Manhattan,40.76415359,-73.97486736
Fair,gleditsia triacanthos var. inermis,honeylocust,45-001 NORTHERN BOULEVARD,Queens,40.75398948,-73.91705727
Good,acer saccharinum,silver maple,1370 EAST 55 STREET,Brooklyn,40.62321522,-73.92255718
Good,ginkgo biloba,ginkgo,56-020 202 STREET,Queens,40.74706547,-73.77551184
Good,pyrus calleryana,callery pear,270 NEW JERSEY AVENUE,Brooklyn,40.67307757,-73.89519218
Good,quercus palustris,pin oak,150-027 19 AVENUE,Queens,40.78195105,-73.81298096
Good,acer platanoides,norway maple,147-007 BROOKVILLE BOULEVARD,Queens,40.65713146,-73.74490555
Good,platanus x acerifolia,london planetree,113-023 203 STREET,Queens,40.70138052,-73.75223545
Good,gleditsia triacanthos var. inermis,honeylocust,47-005 248 STREET,Queens,40.76501988,-73.73792044
Good,acer platanoides,norway maple,77-025 167 STREET,Queens,40.72365845,-73.80126692
Good,quercus palustris,pin oak,3155 EDSON AVENUE,Bronx,40.8752761,-73.83691449
Good,quercus palustris,pin oak,55 MERRILL AVENUE,Staten Island,40.61020721,-74.16270523
Good,platanus x acerifolia,london planetree,36 SOUTH PORTLAND AVENUE,Brooklyn,40.68860885,-73.9749689
Poor,acer platanoides,norway maple,89-095 215 PLACE,Queens,40.72428874,-73.746073
Good,prunus,cherry,40-003 196 STREET,Queens,40.76131309,-73.78597039
Good,gleditsia triacanthos var. inermis,honeylocust,504 WEST 159 STREET,Manhattan,40.83426622,-73.9416308
Good,acer saccharinum,silver maple,37 HUDSON STREET,Staten Island,40.6246226,-74.0821219
Good,cercis canadensis,eastern redbud,880 TINTON AVENUE,Bronx,40.82124984,-73.9036397
Good,quercus palustris,pin oak,151-034 28 AVENUE,Queens,40.77260314,-73.81182031
Fair,pyrus calleryana,callery pear,234-001 121 AVENUE,Queens,40.68476496,-73.73103482
Good,zelkova serrata,japanese zelkova,71-006 34 AVENUE,Queens,40.75259743,-73.89495192
Good,tilia americana,american linden,94-052 134 AVENUE,Queens,40.67500142,-73.84131152
Good,quercus palustris,pin oak,1406 TAYLOR AVENUE,Bronx,40.83564185,-73.86598226
Fair,acer,maple,36 TURF ROAD,Staten Island,40.5833718,-74.15515445
Good,quercus palustris,pin oak,128 PINEHURST AVENUE,Manhattan,40.85254914,-73.93862117
Good,zelkova serrata,japanese zelkova,147 EAST 82 STREET,Manhattan,40.77684839,-73.95720762
Good,platanus x acerifolia,london planetree,36-012 28 STREET,Queens,40.75702156,-73.93277703
Fair,tilia cordata,littleleaf linden,44 GARDEN PLACE,Brooklyn,40.69204845,-73.99658055
Fair,acer rubrum,red maple,82 JANSEN STREET,Staten Island,40.53288478,-74.16764594
Good,prunus,cherry,102-007 37 AVENUE,Queens,40.75310689,-73.86514615
Good,styphnolobium japonicum,sophora,3204 EMMONS AVENUE,Brooklyn,40.5841809,-73.93244514
Good,quercus palustris,pin oak,358 12 AVENUE,Manhattan,40.75757571,-74.00447463
Good,pyrus calleryana,callery pear,123 EYLANDT STREET,Staten Island,40.53430082,-74.17014444
Good,quercus palustris,pin oak,259-027 UNION TURNPIKE,Queens,40.7468405,-73.71258223
Fair,styphnolobium japonicum,sophora,1343 EAST 24 STREET,Brooklyn,40.61792665,-73.95095931
Fair,pyrus calleryana,callery pear,468 GIFFORDS LANE,Staten Island,40.56318039,-74.15566455
Good,platanus x acerifolia,london planetree,1596 EAST 98 STREET,Brooklyn,40.63489703,-73.88952367
Good,acer rubrum,red maple,3329 PALMER AVENUE,Bronx,40.87888391,-73.83520476
Poor,zelkova serrata,japanese zelkova,807 KINGS HIGHWAY,Brooklyn,40.60663795,-73.96432327
Good,pyrus calleryana,callery pear,475 LIGHTHOUSE AVENUE,Staten Island,40.57398444,-74.14152376
Good,ulmus americana,american elm,1710 OCEAN PARKWAY,Brooklyn,40.60690199,-73.96742755
Good,gleditsia triacanthos var. inermis,honeylocust,346 9 AVENUE,Manhattan,40.75069637,-73.99810105
Good,gymnocladus dioicus,kentucky coffeetree,12 PAERDEGAT 1 STREET,Brooklyn,40.6322553,-73.91282431
Good,gleditsia triacanthos var. inermis,honeylocust,22-062 45 STREET,Queens,40.76972928,-73.9046174
Fair,cercis canadensis,eastern redbud,109-066 134 STREET,Queens,40.68454253,-73.80920345
Good,platanus x acerifolia,london planetree,4902 BEVERLY ROAD,Brooklyn,40.6461991,-73.93052969
Fair,tilia americana,american linden,30-028 37 STREET,Queens,40.76396705,-73.91720423
Good,tilia cordata,littleleaf linden,115-017 103 AVENUE,Queens,40.68743192,-73.82769527
Good,koelreuteria paniculata,golden raintree,857 FOREST AVENUE,Staten Island,40.6288467,-74.11790255
Good,koelreuteria paniculata,golden raintree,71-059 KESSEL STREET,Queens,40.71257648,-73.84702142
Good,tilia americana,american linden,4122 AVENUE T,Brooklyn,40.61062066,-73.92498852
Fair,quercus robur,english oak,647 WEST 169 STREET,Manhattan,40.84260915,-73.9417015
Good,tilia cordata,littleleaf linden,76-049 168 STREET,Queens,40.72475375,-73.80057005
Good,acer platanoides 'crimson king',crimson king maple,135-016 122 STREET,Queens,40.66945594,-73.81834817
Good,acer platanoides,norway maple,138-040 77 AVENUE,Queens,40.72114504,-73.82176516
Good,ginkgo biloba,ginkgo,300 WEST 47 STREET,Manhattan,40.76046644,-73.98775528
Good,gleditsia triacanthos var. inermis,honeylocust,251 WEST KINGSBRIDGE ROAD,Bronx,40.87278917,-73.90477457
Good,tilia americana,american linden,82-085 167 STREET,Queens,40.7175132,-73.79919912
Good,liquidambar styraciflua,sweetgum,170 PETER AVENUE,Staten Island,40.56355366,-74.11934795
Good,platanus x acerifolia,london planetree,65 HOPE STREET,Brooklyn,40.71311586,-73.95550243
Fair,platanus x acerifolia,london planetree,623 55 STREET,Brooklyn,40.6406149,-74.01034181
Good,prunus cerasifera,purple-leaf plum,6161 STRICKLAND AVENUE,Brooklyn,40.6124509,-73.91263763
Good,acer,maple,64-041 82 PLACE,Queens,40.71949875,-73.87138244
Good,acer platanoides,norway maple,134-015 241 STREET,Queens,40.67327951,-73.73303526
Good,tilia cordata,littleleaf linden,83-052 TALBOT STREET,Queens,40.70855207,-73.82766354
Good,gleditsia triacanthos var. inermis,honeylocust,23-063 94 STREET,Queens,40.76625235,-73.87567495
Fair,pyrus calleryana,callery pear,348 EAST 34 STREET,Manhattan,40.74384508,-73.97391914
Fair,acer platanoides,norway maple,224-001 MANOR ROAD,Queens,40.73306745,-73.74323765
Good,fraxinus,ash,456 WILSON AVENUE,Staten Island,40.54510298,-74.16645201
Fair,acer saccharinum,silver maple,15-024 124 STREET,Queens,40.78378234,-73.8440486
Good,gleditsia triacanthos var. inermis,honeylocust,107-014 37 AVENUE,Queens,40.75386323,-73.86101483
Good,syringa pekinensis,chinese tree lilac,222-018 109 AVENUE,Queens,40.70744657,-73.73333022
Good,ginkgo biloba,ginkgo,600 EAST FORDHAM ROAD,Bronx,40.85820788,-73.88519912
Good,platanus x acerifolia,london planetree,41-010 BOWNE STREET,Queens,40.75899351,-73.82388849
Good,ginkgo biloba,ginkgo,1344 ROSEDALE AVENUE,Bronx,40.83388354,-73.86964271
Good,platanus x acerifolia,london planetree,139-007 15 AVENUE,Queens,40.78457637,-73.82899917
Good,tilia cordata,littleleaf linden,988 FOX STREET,Bronx,40.82257353,-73.89382373
Good,zelkova serrata,japanese zelkova,66 CROWN STREET,Brooklyn,40.66680063,-73.95737285
Poor,amelanchier,serviceberry,81-038 170 STREET,Queens,40.72094341,-73.79727055
Fair,zelkova serrata,japanese zelkova,954 OCEAN PARKWAY,Brooklyn,40.62548505,-73.97093722
Good,robinia pseudoacacia,black locust,347 EAST 78 STREET,Manhattan,40.77200019,-73.9538922
Good,pyrus calleryana,callery pear,68-028 DARTMOUTH STREET,Queens,40.71976245,-73.85181147
Good,crataegus,hawthorn,73-053 UTOPIA PARKWAY,Queens,40.72864976,-73.79307712
Good,fraxinus,ash,255 LIBERTY AVENUE,Brooklyn,40.67393189,-73.90127153
Good,quercus phellos,willow oak,246 HILLMAN AVENUE,Staten Island,40.61153576,-74.16353119
Good,zelkova serrata,japanese zelkova,345 51 STREET,Brooklyn,40.64654837,-74.01412327
Good,metasequoia glyptostroboides,dawn redwood,103-020 95 AVENUE,Queens,40.6890714,-73.84080119
Fair,platanus x acerifolia,london planetree,280 RICHMOND TERRACE,Staten Island,40.64773516,-74.08242901
Fair,platanus x acerifolia,london planetree,88-026 239 STREET,Queens,40.72933241,-73.72817519
Poor,ginkgo biloba,ginkgo,202-010 NORTHERN BOULEVARD,Queens,40.75749864,-73.78033696
Poor,zelkova serrata,japanese zelkova,280 MARSH AVENUE,Staten Island,40.57717646,-74.16494819
Good,zelkova serrata,japanese zelkova,245-022 149 ROAD,Queens,40.65227282,-73.73760709
Fair,pyrus calleryana,callery pear,69-044 199 STREET,Queens,40.73690183,-73.77312176
Good,gleditsia triacanthos var. inermis,honeylocust,40-011 QUEENS BOULEVARD,Queens,40.74399107,-73.92382248
Good,syringa reticulata,japanese tree lilac,134-033 154 STREET,Queens,40.66962885,-73.78148656
Fair,acer platanoides,norway maple,81-049 242 STREET,Queens,40.73808665,-73.72606715
Good,prunus,cherry,605 EMERALD STREET,Brooklyn,40.66778136,-73.85849026
Good,gymnocladus dioicus,kentucky coffeetree,114 FIELD PLACE,Bronx,40.85907124,-73.9005326
Good,platanus x acerifolia,london planetree,264 EAST 78 STREET,Manhattan,40.77278939,-73.95602111
Good,platanus x acerifolia,london planetree,33-006 172 STREET,Queens,40.76712205,-73.79368944
Good,zelkova serrata,japanese zelkova,144-001 77 AVENUE,Queens,40.72142663,-73.81904522
Good,prunus,cherry,247-030 NORTHERN BOULEVARD,Queens,40.76671201,-73.73969349
Good,platanus x acerifolia,london planetree,1392 EAST 17 STREET,Brooklyn,40.61635873,-73.95786745
Good,pyrus calleryana,callery pear,90-012 187 PLACE,Queens,40.7120757,-73.77261666
Good,quercus rubra,northern red oak,34-001 41 STREET,Queens,40.75632463,-73.92028189
Good,styphnolobium japonicum,sophora,335 EAST 22 STREET,Manhattan,40.73653214,-73.97963717
Fair,platanus x acerifolia,london planetree,2017 71 STREET,Brooklyn,40.61282087,-73.98880888
Good,quercus rubra,northern red oak,823 EASTERN PARKWAY,Brooklyn,40.66950863,-73.94104979
Good,maackia amurensis,amur maackia,901 SARATOGA AVENUE,Brooklyn,40.65847697,-73.91442743
Good,acer campestre,hedge maple,420 WALES AVENUE,Bronx,40.80940472,-73.90840446
Good,tilia cordata,littleleaf linden,225 PARK PLACE,Brooklyn,40.67704449,-73.97018828
Good,pyrus calleryana,callery pear,3246 KINGSBRIDGE AVENUE,Bronx,40.88210788,-73.90423039
Fair,gleditsia triacanthos var. inermis,honeylocust,67-008 60 STREET,Queens,40.70449977,-73.90039174
Good,acer platanoides,norway maple,82-058 89 STREET,Queens,40.7022356,-73.85629468
Good,gleditsia triacanthos var. inermis,honeylocust,85 ADAMS STREET,Brooklyn,40.70161793,-73.98836802
Good,platanus x acerifolia,london planetree,3034 GOULDEN AVENUE,Bronx,40.87468094,-73.89162579
Fair,quercus palustris,pin oak,1232 AVENUE Z,Brooklyn,40.58764426,-73.956559
Good,syringa reticulata,japanese tree lilac,213 LINCOLN AVENUE,Brooklyn,40.68496012,-73.86958234
Fair,platanus x acerifolia,london planetree,168-045 88 AVENUE,Queens,40.70999603,-73.79275729
Good,acer tataricum,tartar maple,4021 18 AVENUE,Brooklyn,40.63235117,-73.97357255
Good,pyrus calleryana,callery pear,413 ELVERTON AVENUE,Staten Island,40.56000183,-74.15622725
Good,tilia tomentosa,silver linden,111-001 QUEENS BOULEVARD,Queens,40.71887738,-73.83788723
Good,platanus x acerifolia,london planetree,138-038 HOOVER AVENUE,Queens,40.71438198,-73.8191946
Fair,quercus rubra,northern red oak,28-054 36 STREET,Queens,40.76523269,-73.91727943
Good,gymnocladus dioicus,kentucky coffeetree,158-004 85 AVENUE,Queens,40.71202862,-73.80626761
Good,quercus palustris,pin oak,830 HOWARD AVENUE,Staten Island,40.61348303,-74.09819275
Poor,quercus palustris,pin oak,49 STERLING PLACE,Brooklyn,40.67827022,-73.97659344
Good,gleditsia triacanthos var. inermis,honeylocust,220 PORT RICHMOND AVENUE,Staten Island,40.63586971,-74.13495293
Good,pyrus calleryana,callery pear,35-037 212 STREET,Queens,40.7676219,-73.77504389
Good,pyrus calleryana,callery pear,128 GEORGE STREET,Brooklyn,40.70347881,-73.92932467
Good,acer saccharinum,silver maple,98 OAKVILLE STREET,Staten Island,40.59888521,-74.13443346
Good,platanus x acerifolia,london planetree,139-015 243 STREET,Queens,40.66475556,-73.73589668
Fair,carpinus betulus,european hornbeam,1522 51 STREET,Brooklyn,40.6308311,-73.98830334
Good,pyrus calleryana,callery pear,130-043 115 STREET,Queens,40.67358352,-73.82375048
Good,pyrus calleryana,callery pear,59 EAST 72 STREET,Manhattan,40.77134858,-73.96420315
Good,prunus,cherry,1029 EAST 225 STREET,Bronx,40.88478699,-73.85081829
Fair,quercus palustris,pin oak,480 FLETCHER PLACE,Bronx,40.85421884,-73.89376405
Poor,acer platanoides,norway maple,219-040 93 AVENUE,Queens,40.72252584,-73.73635652
Good,quercus shumardii,schumard's oak,360 WARWICK STREET,Brooklyn,40.67491593,-73.886287
Good,morus,mulberry,33-001 CLEARVIEW EXPRESSWAY SR EAST,Queens,40.76957435,-73.78216151
Good,gleditsia triacanthos var. inermis,honeylocust,53 BAY 31 STREET,Brooklyn,40.6003203,-73.99415537
Fair,zelkova serrata,japanese zelkova,2350 FOREST HILL ROAD,Staten Island,40.57127682,-74.16962943
Good,pyrus calleryana,callery pear,625 EAST 6 STREET,Manhattan,40.72399672,-73.98033458
Good,gleditsia triacanthos var. inermis,honeylocust,20-046 41 STREET,Queens,40.77495029,-73.90223007
Good,quercus palustris,pin oak,30-032 MURRAY STREET,Queens,40.77058071,-73.81321875
Good,metasequoia glyptostroboides,dawn redwood,98 VERMILYEA AVENUE,Manhattan,40.86623269,-73.92221723
Good,platanus x acerifolia,london planetree,117 MIDWOOD STREET,Brooklyn,40.65978582,-73.95657244
Good,acer platanoides,norway maple,206-002 100 AVENUE,Queens,40.71212302,-73.75266785
Good,platanus x acerifolia,london planetree,98-025 64 ROAD,Queens,40.72996637,-73.85716228
Good,platanus x acerifolia,london planetree,605 68 STREET,Brooklyn,40.63297612,-74.01801587
Good,ginkgo biloba,ginkgo,1733 VICTOR STREET,Bronx,40.84454564,-73.86673627
Fair,acer rubrum,red maple,5221 AMBOY ROAD,Staten Island,40.53505301,-74.18422035
Good,platanus x acerifolia,london planetree,88-002 155 AVENUE,Queens,40.66561903,-73.8473449
Good,tilia cordata,littleleaf linden,2905 GRAND CONCOURSE,Bronx,40.87139665,-73.88927143
Good,pyrus calleryana,callery pear,55 WOLCOTT AVENUE,Staten Island,40.54960563,-74.17689256
Fair,gleditsia triacanthos var. inermis,honeylocust,95-006 67 AVENUE,Queens,40.72165724,-73.85723693
Good,quercus palustris,pin oak,2921 BROADWAY,Manhattan,40.80690542,-73.96474625
Good,quercus palustris,pin oak,307 CLINTON AVENUE,Brooklyn,40.68891726,-73.9678948
Good,pyrus calleryana,callery pear,43-001 170 STREET,Queens,40.75821533,-73.79666945
Good,pyrus calleryana,callery pear,1536 DRUMGOOLE ROAD WEST,Staten Island,40.53551955,-74.19507646
Good,pyrus calleryana,callery pear,1381 DUMONT AVENUE,Brooklyn,40.67056225,-73.86696386
Good,quercus acutissima,sawtooth oak,743 KELLY STREET,Bronx,40.81701666,-73.89928682
Good,acer ginnala,amur maple,825 LYDIG AVENUE,Bronx,40.85450881,-73.86286106
Fair,platanus x acerifolia,london planetree,160 WILLOUGHBY STREET,Brooklyn,40.69191543,-73.98105003
Good,tilia cordata,littleleaf linden,47-026 98 STREET,Queens,40.74381061,-73.86486186
Good,platanus x acerifolia,london planetree,1248 RICHMOND AVENUE,Staten Island,40.61789278,-74.15598059
Poor,pyrus calleryana,callery pear,447 WEST 18 STREET,Manhattan,40.74440893,-74.00568377
Fair,acer,maple,208 PLEASANT PLAINS AVENUE,Staten Island,40.52340127,-74.22286859
Good,gymnocladus dioicus,kentucky coffeetree,1381 SHAKESPEARE AVENUE,Bronx,40.84168409,-73.92153469
Good,ulmus pumila,siberian elm,178-030 CROYDON ROAD,Queens,40.71839459,-73.78675187
Poor,pyrus calleryana,callery pear,496 ELVERTON AVENUE,Staten Island,40.56228808,-74.15779455
Fair,aesculus hippocastanum,horse chestnut,20-021 45 STREET,Queens,40.7738505,-73.89938225
Fair,quercus palustris,pin oak,164-035 92 STREET,Queens,40.64972389,-73.83849385
Good,gleditsia triacanthos var. inermis,honeylocust,85-005 51 AVENUE,Queens,40.7384952,-73.87761672
Good,quercus palustris,pin oak,102-023 221 STREET,Queens,40.71253667,-73.73254667
Good,prunus cerasifera,purple-leaf plum,42 FOREST STREET,Staten Island,40.60570921,-74.16383996
Poor,acer platanoides,norway maple,82-014 209 STREET,Queens,40.73045249,-73.7605755
Good,tilia cordata,littleleaf linden,1831 WEBSTER AVENUE,Bronx,40.84627857,-73.90188086
Good,pyrus calleryana,callery pear,56 SULLIVAN PLACE,Brooklyn,40.66420218,-73.95956534
Fair,gleditsia triacanthos var. inermis,honeylocust,305 EAST 43 STREET,Manhattan,40.75039288,-73.97129
Fair,acer platanoides,norway maple,101-050 108 STREET,Queens,40.68597849,-73.83465377
Good,pyrus calleryana,callery pear,210 EAST 73 STREET,Manhattan,40.77000169,-73.95924046
Good,pyrus calleryana,callery pear,160-052 90 STREET,Queens,40.65578638,-73.84203374
Good,gleditsia triacanthos var. inermis,honeylocust,69-002 FRESH POND ROAD,Queens,40.70299166,-73.89543171
Good,gleditsia triacanthos var. inermis,honeylocust,34-058 90 STREET,Queens,40.75287406,-73.87736287
Fair,acer platanoides,norway maple,1919 AVENUE W,Brooklyn,40.59486518,-73.95117221
Good,gleditsia triacanthos var. inermis,honeylocust,6118 15 AVENUE,Brooklyn,40.62517479,-73.9954141
Good,gymnocladus dioicus,kentucky coffeetree,2 EAST 181 STREET,Bronx,40.85561882,-73.90534317
Good,gleditsia triacanthos var. inermis,honeylocust,474 WEST 145 STREET,Manhattan,40.82516387,-73.94721911
Good,quercus shumardii,schumard's oak,2645 HOMECREST AVENUE,Brooklyn,40.58681641,-73.95689109
Good,pyrus calleryana,callery pear,154 AVENUE D,Manhattan,40.72529654,-73.97474323
Good,pyrus calleryana,callery pear,34 BUTLER PLACE,Brooklyn,40.67521833,-73.96786843
Fair,quercus palustris,pin oak,79-023 267 STREET,Queens,40.74723747,-73.70499508
Good,quercus palustris,pin oak,68 SCHENCK AVENUE,Brooklyn,40.67962211,-73.89031393
Good,acer saccharinum,silver maple,728 MONTGOMERY STREET,Brooklyn,40.66477631,-73.94074687
Fair,acer,maple,456 BARRETT AVENUE,Bronx,40.81558546,-73.85454812
Fair,pyrus calleryana,callery pear,96 CRANFORD STREET,Staten Island,40.55145275,-74.13896897
Good,pyrus calleryana,callery pear,39 DIXON AVENUE,Staten Island,40.62745927,-74.14370746
Good,tilia americana,american linden,1806 FOWLER AVENUE,Bronx,40.84724161,-73.85897884
Fair,platanus x acerifolia,london planetree,230 RIVERSIDE DRIVE,Manhattan,40.79578201,-73.97562669
Good,quercus coccinea,scarlet oak,1183 FLATBUSH AVENUE,Brooklyn,40.64127725,-73.95627395
Fair,acer platanoides,norway maple,32-057 72 STREET,Queens,40.75494611,-73.89466711
Poor,acer platanoides,norway maple,43-011 PARSONS BOULEVARD,Queens,40.75672161,-73.81723352
Good,quercus palustris,pin oak,8678 BAY 16 STREET,Brooklyn,40.60654243,-74.00569754
Good,zelkova serrata,japanese zelkova,2147 HAIGHT AVENUE,Bronx,40.85622334,-73.85800558
Good,styphnolobium japonicum,sophora,134-007 ROCKAWAY BOULEVARD,Queens,40.67468154,-73.80395618
Good,platanus x acerifolia,london planetree,186 VERNON AVENUE,Brooklyn,40.69509713,-73.94452355
Fair,fraxinus pennsylvanica,green ash,12091 FLATLANDS AVENUE,Brooklyn,40.65222043,-73.88720332
Good,platanus x acerifolia,london planetree,50 76 STREET,Brooklyn,40.63241993,-74.03535064
Good,quercus palustris,pin oak,83-085 WOODHAVEN BOULEVARD,Queens,40.69869478,-73.85328193
Good,zelkova serrata,japanese zelkova,154 22 STREET,Brooklyn,40.66259377,-73.99712203
Good,morus,mulberry,2 TELEPORT DRIVE,Staten Island,40.60612339,-74.18048354
Fair,platanus x acerifolia,london planetree,201 OCEAN PARKWAY,Brooklyn,40.64537386,-73.97431622
Good,gleditsia triacanthos var. inermis,honeylocust,141-017 243 STREET,Queens,40.6629253,-73.73728452
Good,gleditsia triacanthos var. inermis,honeylocust,1851 GROVE STREET,Queens,40.70516071,-73.90892367
Good,tilia cordata,littleleaf linden,740 LEONARD STREET,Brooklyn,40.72984788,-73.95316479
Good,cercis canadensis,eastern redbud,594 PINE STREET,Brooklyn,40.6708119,-73.86988458
Good,gleditsia triacanthos var. inermis,honeylocust,51 EAST 161 STREET,Bronx,40.82775639,-73.92546419
Good,prunus virginiana,'schubert' chokecherry,232 WEST 11 STREET,Manhattan,40.73623619,-74.0027871
Good,acer rubrum,red maple,84 ALMOND STREET,Staten Island,40.55066963,-74.19115651
Good,styphnolobium japonicum,sophora,30 EAST 38 STREET,Manhattan,40.74995438,-73.98050133
Fair,platanus x acerifolia,london planetree,159 EAST 94 STREET,Manhattan,40.78437569,-73.95131438
Good,ulmus parvifolia,chinese elm,28 WINEGAR LANE,Staten Island,40.63556687,-74.11650806
Good,pyrus calleryana,callery pear,408 LAKE STREET,Brooklyn,40.59399163,-73.97492466
Good,pyrus calleryana,callery pear,50 CARROLL STREET,Brooklyn,40.68306293,-74.00392056
Good,platanus x acerifolia,london planetree,11 WILLOW STREET,Brooklyn,40.70100011,-73.99413661
Good,gleditsia triacanthos var. inermis,honeylocust,2876 JEROME AVENUE,Bronx,40.87170367,-73.89182522
Fair,prunus virginiana,'schubert' chokecherry,88-016 146 STREET,Queens,40.70410552,-73.81000865
