status,spc_latin,spc_common,address,borough,latitude,longitude
Good,celtis occidentalis,common hackberry,259-003 148 DRIVE,Queens,40.65380374,-73.72962899
Good,acer platanoides,norway maple,12-016 27 AVENUE,Queens,40.77343112,-73.92937214
Poor,platanus x acerifolia,london planetree,121 EAST 62 STREET,Manhattan,40.76450868,-73.96765805
Fair,lagerstroemia,crepe myrtle,22 VAIL AVENUE,Staten Island,40.51649116,-74.21155538
Good,gleditsia triacanthos var. inermis,honeylocust,155-013 FOCH BOULEVARD,Queens,40.68227481,-73.78791788
Good,gleditsia triacanthos var. inermis,honeylocust,107 WEST 105 STREET,Manhattan,40.79885667,-73.96395565
Good,prunus cerasifera,purple-leaf plum,204-005 104 AVENUE,Queens,40.70978717,-73.754877
Good,cornus florida,flowering dogwood,166 WEED AVENUE,Staten Island,40.56372903,-74.10718384
Good,platanus x acerifolia,london planetree,39 STRONG PLACE,Brooklyn,40.68520548,-73.99778185
Good,pyrus calleryana,callery pear,3265 FAIRMOUNT AVENUE,Bronx,40.83666406,-73.81868221
Good,pyrus calleryana,callery pear,434 O'GORMAN AVENUE,Staten Island,40.55186083,-74.14102673
Good,fraxinus,ash,3801 SECOR AVENUE,Bronx,40.88806113,-73.83239623
Fair,acer rubrum,red maple,147-033 DELAWARE AVENUE,Queens,40.75718294,-73.81462729
Good,acer platanoides,norway maple,73-053 197 STREET,Queens,40.73420376,-73.77441406
Fair,gleditsia triacanthos var. inermis,honeylocust,38-018 237 STREET,Queens,40.77255739,-73.74974583
Good,gleditsia triacanthos var. inermis,honeylocust,34-005 80 STREET,Queens,40.75347862,-73.88658276
Good,liquidambar styraciflua,sweetgum,482 KISSEL AVENUE,Staten Island,40.63206072,-74.10405868
Good,tilia cordata,littleleaf linden,15 TOKEN STREET,Staten Island,40.56223931,-74.17409664
Poor,prunus,cherry,25-014 43 AVENUE,Queens,40.74846,-73.94190913
Good,quercus palustris,pin oak,2681 BROADWAY,Manhattan,40.79869348,-73.96883501
Good,gleditsia triacanthos var. inermis,honeylocust,1157 YORK AVENUE,Manhattan,40.76071604,-73.95808788
Good,quercus palustris,pin oak,5301 CLARENDON ROAD,Brooklyn,40.64470683,-73.92646236
Fair,celtis occidentalis,common hackberry,244-027 BRADDOCK AVENUE,Queens,40.72450391,-73.72400929
Good,prunus,cherry,13-043 BEACH CHANNEL DRIVE,Queens,40.60654022,-73.75475571
Good,gleditsia triacanthos var. inermis,honeylocust,5523 7 AVENUE,Brooklyn,40.63893097,-74.00906302
Fair,pyrus calleryana,callery pear,400 EAST 76 STREET,Manhattan,40.77022248,-73.95386872
Fair,cercis canadensis,eastern redbud,259-004 148 ROAD,Queens,40.65423596,-73.72945966
Good,quercus palustris,pin oak,1990 LEXINGTON AVENUE,Manhattan,40.80197286,-73.93925427
Good,quercus palustris,pin oak,110-023 173 STREET,Queens,40.69625415,-73.78020353
Good,tilia cordata,littleleaf linden,1814 EAST 17 STREET,Brooklyn,40.60559472,-73.95584591
Good,acer rubrum,red maple,32 GIFFORDS LANE,Staten Island,40.55191197,-74.15096513
Good,ginkgo biloba,ginkgo,114 BAY RIDGE PARKWAY,Brooklyn,40.63255618,-74.03272649
Good,acer saccharinum,silver maple,454 RICHARD AVENUE,Staten Island,40.50704028,-74.22386707
Fair,zelkova serrata,japanese zelkova,200 WEST END AVENUE,Manhattan,40.77810094,-73.9855575
Good,ulmus parvifolia,chinese elm,60 KENSICO STREET,Staten Island,40.57097233,-74.13817374
Good,prunus,cherry,73-031 190 STREET,Queens,40.73287267,-73.78080446
Good,quercus acutissima,sawtooth oak,47 SLAYTON AVENUE,Staten Island,40.59438306,-74.15501142
Good,quercus palustris,pin oak,22 ELDERT STREET,Brooklyn,40.68578029,-73.91391192
Good,platanus x acerifolia,london planetree,1059 47 STREET,Brooklyn,40.63924764,-73.99599994
Fair,prunus,cherry,619 INGRAM AVENUE,Staten Island,40.60717697,-74.13572739
Fair,prunus,cherry,119-037 233 STREET,Queens,40.68730788,-73.7309974
Good,platanus x acerifolia,london planetree,2 FREMONT AVENUE,Staten Island,40.58066449,-74.11283545
Good,liquidambar styraciflua,sweetgum,1 HEYWARD STREET,Brooklyn,40.69931876,-73.95991678
Good,prunus,cherry,3118 AVENUE I,Brooklyn,40.62926937,-73.94568072
Good,pyrus calleryana,callery pear,203-006 35 AVENUE,Queens,40.76611584,-73.78423989
Good,albizia julibrissin,mimosa,319 EUCLID AVENUE,Brooklyn,40.68032532,-73.87331001
Good,quercus phellos,willow oak,115 BASSETT AVENUE,Brooklyn,40.60872815,-73.90294545
Good,quercus palustris,pin oak,147 HANCOCK STREET,Brooklyn,40.68255401,-73.95025286
Good,prunus,cherry,144-023 166 STREET,Queens,40.66556641,-73.77730644
Poor,carpinus betulus,european hornbeam,60 WEST 164 STREET,Bronx,40.83230658,-73.92756445
Good,acer rubrum,red maple,1726 DAVIDSON AVENUE,Bronx,40.84778821,-73.91350733
Fair,platanus x acerifolia,london planetree,953 GRANT AVENUE,Bronx,40.8280288,-73.91812034
Good,cornus alternifolia,pagoda dogwood,690 EAST 182 STREET,Bronx,40.85071595,-73.88725702
Good,gleditsia triacanthos var. inermis,honeylocust,201 WEST 144 STREET,Manhattan,40.82120905,-73.94003817
Good,acer platanoides,norway maple,59-036 60 STREET,Queens,40.71771149,-73.90653048
Fair,gleditsia triacanthos var. inermis,honeylocust,475 NOSTRAND AVENUE,Brooklyn,40.68147433,-73.94971398
Good,styphnolobium japonicum,sophora,31-032 93 STREET,Queens,40.75938407,-73.8757021
Good,quercus velutina,black oak,790 HALSEY STREET,Brooklyn,40.68490441,-73.92232696
Good,platanus x acerifolia,london planetree,456 ARGYLE ROAD,Brooklyn,40.63807294,-73.96577731
Good,acer campestre,hedge maple,99-019 193 STREET,Queens,40.70943052,-73.76582644
Good,fraxinus pennsylvanica,green ash,1037 EAST 233 STREET,Bronx,40.89026316,-73.84725345
Fair,styphnolobium japonicum,sophora,490 OCEAN PARKWAY,Brooklyn,40.63619391,-73.97307823
Good,pyrus calleryana,callery pear,70 YEOMALT AVENUE,Staten Island,40.52102276,-74.18071479
Good,acer platanoides 'crimson king',crimson king maple,3697 HYLAN BOULEVARD,Staten Island,40.54834099,-74.1390075
Fair,gleditsia triacanthos var. inermis,honeylocust,972 EAST 179 STREET,Bronx,40.8423375,-73.88056248
Good,prunus cerasifera,purple-leaf plum,214-046 42 AVENUE,Queens,40.76288861,-73.7689049
Good,acer platanoides,norway maple,358 CLEVELAND AVENUE,Staten Island,40.54275123,-74.14299601
Good,prunus cerasifera,purple-leaf plum,37-015 PARSONS BOULEVARD,Queens,40.76324522,-73.82273795
Fair,platanus x acerifolia,london planetree,185 EAST 109 STREET,Manhattan,40.79365389,-73.94351023
Good,quercus palustris,pin oak,646 BAKER AVENUE,Bronx,40.8423218,-73.86489598
Good,tilia cordata,littleleaf linden,1244 RYDER STREET,Brooklyn,40.62185195,-73.93750287
Good,liquidambar styraciflua,sweetgum,344 GRAND STREET,Brooklyn,40.71242526,-73.95607537
Good,acer saccharinum,silver maple,97-017 164 AVENUE,Queens,40.65164453,-73.8332363
Good,acer,maple,194-002 112 ROAD,Queens,40.70036091,-73.76126751
Fair,quercus palustris,pin oak,41 MINNA STREET,Staten Island,40.59374007,-74.09150242
Good,platanus x acerifolia,london planetree,29-001 149 STREET,Queens,40.77213648,-73.81724044
Good,gleditsia triacanthos var. inermis,honeylocust,55 OVERLOOK TERRACE,Manhattan,40.85471802,-73.9360381
Good,platanus x acerifolia,london planetree,2459 EAST 70 STREET,Brooklyn,40.61342116,-73.9014475
Good,tilia cordata,littleleaf linden,86-017 98 STREET,Queens,40.69556538,-73.84801259
Good,prunus,cherry,545 UTICA AVENUE,Brooklyn,40.66024556,-73.93116303
Good,gleditsia triacanthos var. inermis,honeylocust,34-020 JUNCTION BOULEVARD,Queens,40.75449908,-73.87227744
Good,ginkgo biloba,ginkgo,374 CLINTON AVENUE,Brooklyn,40.68706139,-73.96768168
Good,quercus palustris,pin oak,18 FOREST STREET,Staten Island,40.60579526,-74.16309579
Good,platanus x acerifolia,london planetree,35-24 190 STREET,Queens,40.76387451,-73.79223751
Good,platanus x acerifolia,london planetree,131-066 234 STREET,Queens,40.67652627,-73.73508198
Good,prunus cerasifera,purple-leaf plum,108-011 69 AVENUE,Queens,40.72519494,-73.84487797
Poor,pyrus calleryana,callery pear,94 BURTON AVENUE,Staten Island,40.51746114,-74.2055174
Good,acer platanoides,norway maple,187 COTTER AVENUE,Staten Island,40.56453324,-74.14186212
Good,acer,maple,51-018 MARATHON PARKWAY,Queens,40.76348005,-73.73449804
Good,prunus cerasifera,purple-leaf plum,734 SOUTH GANNON AVENUE,Staten Island,40.60753689,-74.14679653
Good,prunus,cherry,243-017 135 AVENUE,Queens,40.67128605,-73.7312033
Fair,ginkgo biloba,ginkgo,642 BEACH 67 STREET,Queens,40.59833149,-73.7962536
Good,pyrus calleryana,callery pear,145 SWINNERTON STREET,Staten Island,40.50519633,-74.24644477
Good,ginkgo biloba,ginkgo,9723 3 AVENUE,Brooklyn,40.61509534,-74.03437121
Good,gleditsia triacanthos var. inermis,honeylocust,77 PEARL STREET,Manhattan,40.70394636,-74.01060877
Good,prunus,cherry,258 HOSMER AVENUE,Bronx,40.81431767,-73.82695973
Fair,fraxinus,ash,148-016 89 AVENUE,Queens,40.70425363,-73.80695685
Fair,metasequoia glyptostroboides,dawn redwood,1535 UNDERCLIFF AVENUE,Bronx,40.84658541,-73.92362466
Fair,acer platanoides,norway maple,123-020 109 AVENUE,Queens,40.68329963,-73.81776653
Good,gleditsia triacanthos var. inermis,honeylocust,34 MONROE STREET,Manhattan,40.71145553,-73.99518814
Good,celtis occidentalis,common hackberry,161 EAST 162 STREET,Bronx,40.82761336,-73.92176583
Good,platanus x acerifolia,london planetree,2985 MILTON PLACE,Bronx,40.81727338,-73.81304307
Good,quercus phellos,willow oak,1829 PITKIN AVENUE,Brooklyn,40.67054831,-73.90533213
Good,styphnolobium japonicum,sophora,637 WEST 115 STREET,Manhattan,40.80814979,-73.96619967
Good,acer rubrum,red maple,259-090 148 AVENUE,Queens,40.65487251,-73.7267669
Good,platanus x acerifolia,london planetree,41-032 39 PLACE,Queens,40.74630872,-73.92477036
Good,gleditsia triacanthos var. inermis,honeylocust,39-048 57 STREET,Queens,40.74669584,-73.90695388
Good,styphnolobium japonicum,sophora,507 WEST 42 STREET,Manhattan,40.75973526,-73.99602806
Good,ginkgo biloba,ginkgo,171 EINSTEIN LOOP SOUTH,Bronx,40.86399134,-73.82280452
Good,styphnolobium japonicum,sophora,1912 AMETHYST STREET,Bronx,40.84771932,-73.86821457
Fair,cornus florida,flowering dogwood,113-022 BESSEMER STREET,Queens,40.70259481,-73.83728544
Good,prunus,cherry,88-036 201 STREET,Queens,40.71865459,-73.76211875
Good,tilia americana,american linden,216-001 73 AVENUE,Queens,40.74102175,-73.75795075
Fair,malus,crab apple,3850 SETON AVENUE,Bronx,40.88783073,-73.8360922
Good,acer platanoides,norway maple,2316 FENTON AVENUE,Bronx,40.86010514,-73.84442175
Good,pyrus calleryana,callery pear,234 WEST 148 STREET,Manhattan,40.82443575,-73.93964534
Good,quercus palustris,pin oak,3266 BAINBRIDGE AVENUE,Bronx,40.87729311,-73.87964065
Good,tilia cordata,littleleaf linden,529 CLINTON STREET,Brooklyn,40.67755759,-74.00039778
Good,cercis canadensis,eastern redbud,1314 TELLER AVENUE,Bronx,40.8348036,-73.91004923
Fair,platanus x acerifolia,london planetree,125 BUTTONWOOD ROAD,Staten Island,40.59546305,-74.10865485
Good,acer palmatum,japanese maple,47-037 198 STREET,Queens,40.75188409,-73.78180344
Good,platanus x acerifolia,london planetree,29 SOUTH PORTLAND AVENUE,Brooklyn,40.68871742,-73.9748475
Good,pyrus calleryana,callery pear,1115 MANHATTAN AVENUE,Brooklyn,40.73659997,-73.95550974
Good,prunus,cherry,154-072 RIVERSIDE DRIVE,Queens,40.79519349,-73.80420881
Fair,ginkgo biloba,ginkgo,800 FOUNTAIN AVENUE,Brooklyn,40.66027113,-73.86858608
Good,fraxinus pennsylvanica,green ash,52-014 83 STREET,Queens,40.73271,-73.88358442
Good,tilia cordata,littleleaf linden,32-034 78 STREET,Queens,40.75631506,-73.88935951
Good,platanus x acerifolia,london planetree,5 ST EDWARD LANE,Staten Island,40.51385098,-74.20738012
Good,crataegus,hawthorn,130-002 LEFFERTS BOULEVARD,Queens,40.67416897,-73.82013628
Good,tilia cordata,littleleaf linden,137-045 BENNETT STREET,Queens,40.6743298,-73.75863714
Good,acer platanoides,norway maple,164-016 SANFORD AVENUE,Queens,40.75963612,-73.80118666
Good,pyrus calleryana,callery pear,26 WEST CASTOR PLACE,Staten Island,40.54485875,-74.20096734
Good,gleditsia triacanthos var. inermis,honeylocust,1448 38 STREET,Brooklyn,40.63912537,-73.98240452
Good,tilia cordata,littleleaf linden,160-003 90 STREET,Queens,40.6570746,-73.84185483
Good,platanus x acerifolia,london planetree,591 WYONA STREET,Brooklyn,40.66410717,-73.89087698
Good,prunus cerasifera,purple-leaf plum,80-019 151 AVENUE,Queens,40.66763196,-73.85372765
Fair,tilia cordata,littleleaf linden,146-002 167 STREET,Queens,40.6614606,-73.7728646
Fair,chionanthus retusus,chinese fringetree,150 HINSDALE STREET,Brooklyn,40.67171817,-73.90057168
Fair,prunus,cherry,76-022 57 ROAD,Queens,40.72724748,-73.88378916
Fair,acer rubrum,red maple,886 MARCY AVENUE,Staten Island,40.53502524,-74.19890226
Good,gleditsia triacanthos var. inermis,honeylocust,7402 17 AVENUE,Brooklyn,40.61551773,-73.99799661
Good,pyrus calleryana,callery pear,179 FISHER AVENUE,Staten Island,40.51362633,-74.24272441
Good,pyrus calleryana,callery pear,61-065 77 PLACE,Queens,40.7225156,-73.88047259
Good,prunus,cherry,140 WILLOW ROAD WEST,Staten Island,40.62583503,-74.14641862
Good,quercus palustris,pin oak,122-004 115 AVENUE,Queens,40.67775688,-73.81669847
Good,malus,crab apple,45 GRAMERCY PARK NORTH,Manhattan,40.73792957,-73.98513704
Good,tilia tomentosa,silver linden,231 14 STREET,Brooklyn,40.66656905,-73.98953329
Fair,gleditsia triacanthos var. inermis,honeylocust,671 EAST 165 STREET,Bronx,40.82543216,-73.90533909
Good,zelkova serrata,japanese zelkova,128-015 160 STREET,Queens,40.67564152,-73.78103945
Fair,gleditsia triacanthos var. inermis,honeylocust,34-031 81 STREET,Queens,40.7523813,-73.88567582
Good,quercus palustris,pin oak,175-001 64 AVENUE,Queens,40.73807101,-73.79412311
Good,platanus x acerifolia,london planetree,771 BARD AVENUE,Staten Island,40.62393918,-74.10424627
Good,gleditsia triacanthos var. inermis,honeylocust,145-042 116 AVENUE,Queens,40.68170551,-73.79574773
Good,tilia tomentosa,silver linden,6636 CAMERON COURT,Brooklyn,40.62000714,-73.99505293
Poor,liquidambar styraciflua,sweetgum,54 DARCEY AVENUE,Staten Island,40.6093273,-74.15049486
Good,tilia americana,american linden,2461 AMSTERDAM AVENUE,Manhattan,40.84889218,-73.93045091
Fair,tilia tomentosa,silver linden,635 WEST 170 STREET,Manhattan,40.84321201,-73.94097802
Fair,platanus x acerifolia,london planetree,152-033 JEWEL AVENUE,Queens,40.73207665,-73.81610756
Good,prunus,cherry,22-011 98 STREET,Queens,40.77087139,-73.87307966
Good,tilia cordata,littleleaf linden,12-079 REDFERN AVENUE,Queens,40.60983864,-73.75039431
Good,zelkova serrata,japanese zelkova,167-012 110 AVENUE,Queens,40.69493735,-73.78509229
Good,crataegus,hawthorn,1558 49 STREET,Brooklyn,40.6314309,-73.98627168
Good,zelkova serrata,japanese zelkova,20-021 37 STREET,Queens,40.7769398,-73.9036333
Good,zelkova serrata,japanese zelkova,300 EAST 117 STREET,Manhattan,40.79744847,-73.93687913
Fair,platanus x acerifolia,london planetree,338 EAST 97 STREET,Manhattan,40.78453361,-73.94550372
Good,ginkgo biloba,ginkgo,840 UNION AVENUE,Bronx,40.82008932,-73.90288368
Good,gleditsia triacanthos var. inermis,honeylocust,43-001 QUEENS BOULEVARD,Queens,40.74368944,-73.92123061
Good,ulmus parvifolia,chinese elm,63-004 BOELSEN CRESCENT,Queens,40.72349856,-73.86224045
Fair,platanus x acerifolia,london planetree,77-037 76 STREET,Queens,40.70575298,-73.87378376
Fair,acer platanoides,norway maple,9-018 123 STREET,Queens,40.78877142,-73.84475146
Fair,acer platanoides 'crimson king',crimson king maple,613 LINCOLN AVENUE,Staten Island,40.57104675,-74.09255683
Good,gleditsia triacanthos var. inermis,honeylocust,872 PACIFIC STREET,Brooklyn,40.68044337,-73.96551175
Good,tilia americana,american linden,773 EAST 49 STREET,Brooklyn,40.64261467,-73.9304809
Good,ginkgo biloba,ginkgo,417 WEST 120 STREET,Manhattan,40.80915841,-73.95858626
Good,fraxinus pennsylvanica,green ash,27 PROSPECT PARK WEST,Brooklyn,40.67070518,-73.97162936
Good,zelkova serrata,japanese zelkova,629 WILSON AVENUE,Brooklyn,40.6896813,-73.90624785
Good,quercus palustris,pin oak,69-008 112 STREET,Queens,40.72608831,-73.84099794
Good,pyrus calleryana,callery pear,728 EAST 233 STREET,Bronx,40.89293303,-73.85625392
Good,prunus,cherry,107-019 WALTHAM STREET,Queens,40.69305721,-73.80146264
Good,zelkova serrata,japanese zelkova,214-039 39 AVENUE,Queens,40.76580967,-73.76938152
Fair,quercus palustris,pin oak,1672 PARK AVENUE,Manhattan,40.80036608,-73.94222249
Good,quercus palustris,pin oak,249-039 61 AVENUE,Queens,40.75733221,-73.72833874
Good,platanus x acerifolia,london planetree,32-001 87 STREET,Queens,40.75812218,-73.88085227
Good,quercus bicolor,swamp white oak,205-020 32 AVENUE,Queens,40.77104003,-73.78401894
Good,platanus x acerifolia,london planetree,89 CONKLIN AVENUE,Brooklyn,40.64259722,-73.90409303
Good,tilia cordata,littleleaf linden,94-020 115 STREET,Queens,40.6925296,-73.83113725
Good,zelkova serrata,japanese zelkova,105-046 CROSS BAY BOULEVARD,Queens,40.67907611,-73.84432404
Poor,acer platanoides,norway maple,171-014 67 AVENUE,Queens,40.73459201,-73.79782178
Good,prunus virginiana,'schubert' chokecherry,1458 BLAKE AVENUE,Brooklyn,40.67244567,-73.86271101
Good,platanus x acerifolia,london planetree,2716 LURTING AVENUE,Bronx,40.86610993,-73.85670242
Good,ulmus americana,american elm,137-004 ROCKAWAY BEACH BOULEVARD,Queens,40.57335517,-73.85457056
Good,ginkgo biloba,ginkgo,112 WEST WASHINGTON PLACE,Manhattan,40.73257153,-74.00116427
Good,quercus palustris,pin oak,39-030 GLENWOOD STREET,Queens,40.77502978,-73.73990798
Good,fraxinus pennsylvanica,green ash,207 EAST 202 STREET,Bronx,40.87325724,-73.88650553
Good,styphnolobium japonicum,sophora,402 EAST 10 STREET,Manhattan,40.72564793,-73.97718263
Good,styphnolobium japonicum,sophora,1382 GREENE AVENUE,Brooklyn,40.69985876,-73.91765844
Good,gymnocladus dioicus,kentucky coffeetree,1394 PRESIDENT STREET,Brooklyn,40.66758915,-73.94311894
Fair,acer,maple,61-064 82 STREET,Queens,40.72426456,-73.87644229
Good,gleditsia triacanthos var. inermis,honeylocust,1233 2 AVENUE,Manhattan,40.76389637,-73.96207189
Good,acer tataricum,tartar maple,2747 CROPSEY AVENUE,Brooklyn,40.5871983,-73.98877901
Good,taxodium distichum,bald cypress,2727 OCEAN PARKWAY,Brooklyn,40.58260218,-73.96674646
Fair,acer,maple,282 DELMAR AVENUE,Staten Island,40.53983286,-74.19003107
Good,quercus palustris,pin oak,976 CASTLETON AVENUE,Staten Island,40.63452209,-74.11458509
Good,platanus x acerifolia,london planetree,700 PUGSLEY AVENUE,Bronx,40.82017497,-73.85489782
Good,gleditsia triacanthos var. inermis,honeylocust,86-040 130 STREET,Queens,40.70232707,-73.82226583
Good,pyrus calleryana,callery pear,1436 48 STREET,Brooklyn,40.63367498,-73.98848331
Good,pyrus calleryana,callery pear,156 SOUTH GOFF AVENUE,Staten Island,40.51865041,-74.21067441
Good,prunus,cherry,157-011 110 AVENUE,Queens,40.69181791,-73.79278563
Fair,tilia tomentosa,silver linden,31-025 85 STREET,Queens,40.7587642,-73.88304462
Good,liquidambar styraciflua,sweetgum,156-020 71 AVENUE,Queens,40.73031833,-73.81241293
Good,gleditsia triacanthos var. inermis,honeylocust,1700 GRAND CONCOURSE,Bronx,40.84472731,-73.91121768
Good,platanus x acerifolia,london planetree,148 COZINE AVENUE,Brooklyn,40.65485841,-73.88543983
Fair,tilia cordata,littleleaf linden,239 JEFFERSON STREET,Staten Island,40.58613148,-74.10125282
Good,pyrus calleryana,callery pear,300 EAST 79 STREET,Manhattan,40.77313681,-73.9548191
Good,carpinus betulus,european hornbeam,231 PURDY AVENUE,Staten Island,40.61016406,-74.13488507
Fair,populus deltoides,eastern cottonwood,750 DRAKE STREET,Bronx,40.81655427,-73.88214379
Good,prunus,cherry,14-040 165 STREET,Queens,40.78795304,-73.79764021
Good,pyrus calleryana,callery pear,47-038 OCEANIA STREET,Queens,40.75445228,-73.77239715
Good,acer saccharum,sugar maple,153 SHARROTTS ROAD,Staten Island,40.53737421,-74.22316576
